address,area,city,country,crawl_date,guest_recommendation,hotel_brand,hotel_category,hotel_star_rating,image_count,latitude,locality,longitude,point_of_interest,property_id,property_name,property_type,province,query_time_stamp,review_count_by_category,room_area,room_count,room_type,site_review_count,site_review_rating,site_stay_review_rating,sitename,state,uniq_id
"8, Balaji Vihar Bhakt Prahlad Nagar Near Gangwal Bus Stand Indore",A B Road,Indore,India,24-07-2016,50,null,regular,0,5,22.7195687,A B Road,75.8577258,Indore Junction|Nehru Stadium|Lal Bagh Palace|Bada Ganpati Temple|Sukh Niwas Palace|Sarwate Bus Stand|A B Road|Rajwada Palace|Krishnapura Chhatris Tomb,HTLGBO1000021124,Hotel Pearl Indore,Hotel,Indore,2016-07-24 02:08:01 +0000,positive reviews::2|critical reviews::2|reviews with images::0,,8,Deluxe Room AC,4,2.9,Service Quality::2.6|Amenities::2.9|Food and Drinks::4.6|Value for Money::2.6|Location::2.9|Cleanliness::4.6,goibibo,Madhya Pradesh,c5af146ad7e3a882f529af06650a9846
2/17-d East car Street Kanayakumari,Beach Area,Kanyakumari,India,24-07-2016,83,Seaview Group,regular,2,14,8.0829445,Beach Area,77.5512055,Gandhi Mandapam|Gandhi memorial|Vivekananda rock memorial|Government Museum|Beach Area|Bus Station|Thiruvalluvar statue|Bhagavathi Amman Temple,HTLGBO1000012580,Hotel Rajam,Hotel,Kanyakumari,2016-07-24 02:08:01 +0000,positive reviews::103|critical reviews::4|reviews with images::21,,14,A/C Room,107,4.4,Service Quality::4.3|Amenities::4.2|Food and Drinks::4.1|Value for Money::4.4|Location::4.4|Cleanliness::4.4,goibibo,Tamil Nadu,5637001238d7ddf14e0a43065ce510f1
Main Gulmarg,Main Town,Gulmarg,India,24-07-2016,87,null,regular,3,6,34.05502903,Main Town,74.4009448,Ningle Nallah|Main Town|Drung,HTLGBO1000005681,Hotel Poshwan,Hotel,Gulmarg,2016-07-24 02:08:01 +0000,positive reviews::6|critical reviews::2|reviews with images::4,,10,Standard Room,8,3.6,Service Quality::3.6|Amenities::3.5|Food and Drinks::1.6|Value for Money::3.4|Location::3.8|Cleanliness::1.6,goibibo,Jammu and Kashmir,a2b06b6f62db637dd4975345e137bab1
"3,27th cross,End of KR Road, BSK 2nd stage,Bangalore-560070",Others,Bangalore,India,24-07-2016,85,null,gostays,0,3,12.94645741,Others,77.57621064,ICFAI University|Sree Kanteerava Stadium|Jayanagar Bus Stop|Lalbagh Metro Station|Karnataka State Dental Council|Bruhat Bangalore Mahanagara Palike|Rajiv Gandhi Institute of Chest Diseases|Tipu Sultans Palace|Lalbagh Botanical Garden|Adugodi Post Office|KR Market Bus Stand|Shanthi Nagar Bus Station|Kalasipalya Bus Depot|Chief Metropolitan Magistrate Court|Ramakrishna Math|Passport Seva Kendra|Jayanagar Metro Station|Gangamma temple|Rajiv Gandhi University of Health Sciences|National Institute of Mental Health and Neuro Sciences|Sanjay Gandhi Accident Hospital and Research Institute|Income Tax Department|Bull temple|Spices Board Regional Office|Bangalore Metropolitan Transport Corporation|Magistrate Court|Director of Horticulture Office|Others|Indira Gandhi Institute Of Child Health Hospital,HTLGBO1000013047,Hotel Pai Vista,Hotel,Bangalore,2016-07-24 02:08:01 +0000,positive reviews::6|critical reviews::1|reviews with images::2,,22,Deluxe Room,7,3.7,Service Quality::3.7|Amenities::3.7|Food and Drinks::3.4|Value for Money::3.8|Location::4.0|Cleanliness::3.4,goibibo,Karnataka,3b934c87671a0192f13510c29659e32f
"D-6/ 433, 434, Hotel Rajawat Manor, Opp. SBBJ Bank, Chitrakoot Scheme, Vaishali nagar",Vaishali Nagar,Jaipur,India,24-07-2016,64,null,regular,0,16,26.89709513,Vaishali Nagar,75.73901729,Amer Fort|Jaigarh Fort|Nahargarh Fort|Statue Circle|Albert Hall Museum|K.L. Saini Stadium|Vaishali Nagar|BAPS Shri Swaminarayan Mandir|NANATIONAL INSTITUTION OF DESIGN &amp; TECHNOLOGY-®|NANATIONAL INSTITUTION OF DESIGN & TECHNOLOGY-®,HTLGBO1000008468,Hotel Rajawat Manor,Hotel,Jaipur,2016-07-24 02:08:01 +0000,positive reviews::13|critical reviews::1|reviews with images::3,,20,Super Deluxe Room,14,4.2,Service Quality::4.1|Amenities::4.1|Food and Drinks::3.7|Value for Money::4.2|Location::4.4|Cleanliness::4.2,goibibo,Rajasthan,95c27152d7c7fc02102cb64a23dbe16b
"10, CV Raman Road, Alwarpet.",Mylapore,Chennai,India,24-07-2016,88,null,regular,3,7,13.0348718,Mylapore,80.2577892,"German Consulate General|Consulate Of Korean|Greenways Road MRTS Station|Consulate Of Japan|Consulate General of Malaysia|Switzerland Consulate|Ramee Mall|Oberoi Hotel|US Consulate|Royal Thai Consulate - General|e-con Systems India Private Limited|Gemini Fly over|Consulate General of the Republic of Korea in Chennai|Australian Consulate-General|Consulate Of Canada|Republic Of Indonesia|Honorary Consulate of Ireland|Aalayamman Bus Stop|Russian Consulate|Anna University|Thousand Lights Mosque|Valluvar Statue|U.S. Consulate General, Chennai|Consulate Of Singapore|Consulate Of Belgium|Mylapore|Mundakakanni Amman Kovil Railway Station|Arulmigu Kapaleeswarar Temple",HTLGBO1000011064,Hotel Rainbow,Hotel,Chennai,2016-07-24 02:08:01 +0000,positive reviews::15|critical reviews::2|reviews with images::4,,13,Studio,17,4,Service Quality::4.0|Amenities::3.9|Food and Drinks::3.5|Value for Money::3.9|Location::3.6|Cleanliness::4.2,goibibo,Tamil Nadu,fc49d6201b881d2cabee5199cddba478
"C-1, Punjabi Bagh,In Front of Apsara Talkies, Raisen Road Bhopal M.P",raisen road,Bhopal,India,24-07-2016,100,null,regular,0,10,23.2505689,raisen road,77.4626358,Raisen Road,HTLGBO1000061574,Hotel Palak,Hotel,Bhopal,2016-07-24 02:08:01 +0000,positive reviews::1|critical reviews::0|reviews with images::1,,10,Standared Room,1,3,Service Quality::3.0|Amenities::3.0|Food and Drinks::3.0|Value for Money::3.0|Location::3.0|Cleanliness::3.0,goibibo,Madhya Pradesh,1a249dfb735291bb521d23ebc29189ea
"Hoshiarpur Ho, Hoshiarpur - 146001, Opposite  main Bus Stand",Vpo Chohal,Hoshiarpur,India,24-07-2016,,null,regular,2,13,31.5350502,Vpo Chohal,75.9101093,Vpo Chohal,HTLGBO1000059620,Hotel Palace,Hotel,Hoshiarpur,2016-07-24 02:08:01 +0000,,,27,SUPER DELUXE ROOM,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Punjab,947bb8cd88d9646f2d8cbfb9a6375601
"SCO  2 - 3 - 4  Shopping Complex Sector-14  Rohtak, Haryana",Opposite Mdu Gate No. 2,Rohtak,India,24-07-2016,70,null,regular,3,12,28.8856565,Opposite Mdu Gate No. 2,76.6231746,Tilyar Lake|PGMIS Rohtak|Jama Masjid|Bhindawas Lake|Opposite Mdu Gate No. 2,HTLGBO1000002154,Hotel Platinum Plaza,Hotel,Rohtak,2016-07-24 02:08:01 +0000,positive reviews::20|critical reviews::10|reviews with images::5,10 X 12 Sq.ft.,20,Deluxe Room,30,3.4,Service Quality::3.3|Amenities::3.2|Food and Drinks::3.4|Value for Money::3.5|Location::3.7|Cleanliness::3.1,goibibo,Haryana,0f431bf504eb742cc7d40d5c82be63e6
",thana chezarganj costal, southv 24 paraganas,bakkhali-  743339",Bakkhali,Bakkhali,India,24-07-2016,,null,regular,0,2,21.5631303,Bakkhali,88.2595023,Bakkhali,HTLGBO1000064130,Hotel Pinki,Hotel,Bakkhali,2016-07-24 02:08:01 +0000,,,7,DOUBLE BED NON AC ROOM,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,West Bengal,bf2ff5282b11e3efb996e795a5796c9e
"Ram Nagar Road, Indra Colony Road, Kashipur, Uttarakhand 244713",Ram Nagar Road,Kashipur,India,24-07-2016,0,null,regular,1,7,23.6083987,Ram Nagar Road,90.4775171,Ram Nagar Road,HTLGBO1000072280,Hotel Premdeep International,Hotel,Kashipur,2016-07-24 02:08:01 +0000,positive reviews::0|critical reviews::1|reviews with images::0,,10,Ac Room,1,1,Service Quality::1.0|Amenities::1.0|Food and Drinks::1.0|Value for Money::1.0|Location::1.0|Cleanliness::1.0,goibibo,Uttarakhand,7bb378ec8d6aa67cd4960af0ed617f1e
"Maharaja Kameshwar Complex, Opposite Budha Smriti Park,, Fraser Road, Patna, Bihar 800001",Fraser Road Area,Patna,India,24-07-2016,72,null,regular,0,37,25.6060801,Fraser Road Area,85.1372679,Railway Station|Airport|Lok Nayak Jayaprakash Airport|Mahavir Mandir|Phulwari Sharif|Fraser Road Area|Patna Museum|Patna Railway Station,HTLGBO1000011446,Hotel Patliputra Nirvana,Hotel,Patna,2016-07-24 02:08:01 +0000,positive reviews::215|critical reviews::67|reviews with images::34,11.2 X 10.4 Sq.ft.,108,Nirvana Standard,282,3.6,Service Quality::3.5|Amenities::3.5|Food and Drinks::3.6|Value for Money::3.6|Location::3.9|Cleanliness::3.9,goibibo,Bihar,f5bbe2b0e901107ce61b2a42cfc0e105
"AKSHAY APARTMENTS, NR. VISHAL E-SQUARE,ABOVE POONA SCOOTERS,PIMPRI  City PUNE MAHARASHTRA 411018",Pimpri Chinchwad,Pune,India,24-07-2016,76,null,regular,3,18,18.62522009,Pimpri Chinchwad,73.80430381,Chinchwad Train Station|Pimpri Chinchwad|Pimpri Railway Station|Kasarwadi Railway Station|Pimpri Chinchwad Pcm Hockey Station,HTLGBO1000002509,Hotel Pavitra,Hotel,Pune,2016-07-24 02:08:01 +0000,positive reviews::92|critical reviews::31|reviews with images::6,10 X 15 Sq.ft.,7,Executive  Room Non AC,123,3.6,Service Quality::3.4|Amenities::3.4|Food and Drinks::3.3|Value for Money::3.6|Location::3.6|Cleanliness::3.7,goibibo,Maharashtra,eb981bfa11268c4c24d4e797e367b689
"Boulivard Srinagar - Srinagar - 190001, Kashmir India",Others,Srinagar,India,24-07-2016,,null,regular,0,6,34.0815124,Others,74.8311931,Tourist Reception Centre|Others|Kashmir Golf Club|Dastgir Sahib|Gandhi Memorial College|Shankaracharya Temple,HTLGBO1000057758,Hotel Paradise,Hotel,Srinagar,2016-07-24 02:08:01 +0000,,,53,Super Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Jammu and Kashmir,623305f5837859be332daf8e1c8c1425
"221, Bapuji Nagar, Bhubaneswar, Odisha, India",Others,Bhubaneswar,India,24-07-2016,100,null,regular,0,7,20.2592001,Others,85.831986,Others|Lingaraja Temple|Orissa University of Agriculture and Technology|Orissa State Museum|Bhubneshwar Railway Station,HTLGBO1000053744,Hotel Pelican,Hotel,Bhubaneswar,2016-07-24 02:08:01 +0000,positive reviews::2|critical reviews::1|reviews with images::1,,6,Deluxe Room,3,2.7,Service Quality::2.7|Amenities::3.1|Food and Drinks::2.7|Value for Money::4.2|Location::4.1|Cleanliness::2.7,goibibo,Orissa,f7b4863ecc1e1ca9de443212bf1fd050
"Plot No.405, Uttar Dhupjhora, P.O.Batabari,Thana Metlei",Chalsa,Lataguri,India,24-07-2016,,null,regular,0,7,26.7180956,Chalsa,88.8124204,Chalsa,HTLGBO1000070148,Hotel Prime Murti,Hotel,Lataguri,2016-07-24 02:08:01 +0000,,,38,LUXURY ROOM,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,West Bengal,e08a92c2991902e1f32c6b68b970bcdc
"Plot No. 14-15, ISBT Commercial Area,  Chetak Bridge Circle, Hoshangabad Road. Bhopal",Maharana Pratap Nagar,Bhopal,India,24-07-2016,68,null,regular,3,27,23.23083576,Maharana Pratap Nagar,77.44319854,shahpura lake|Maharana Pratap Nagar,HTLGBO1000008711,Hotel Rajhans Regent,Hotel,Bhopal,2016-07-24 02:08:01 +0000,positive reviews::101|critical reviews::21|reviews with images::9,,26,Standard Room,122,3.8,Service Quality::3.7|Amenities::3.7|Food and Drinks::4.1|Value for Money::3.9|Location::3.9|Cleanliness::4.1,goibibo,Madhya Pradesh,ef54eea4a7be2d8e59cadd32091de9ba
"Opp. Saint merry school, kalawad road, rajkot",Kalawad Road,Rajkot,India,24-07-2016,91,null,regular,1,12,22.2874646,Kalawad Road,70.7767544,Watson Museum|Moti Tanki|Kanak Road|Limbda Chowk|ST Bus Stand|Rashtriya Shala|Rajkot Airport|Kalawad Road,HTLGBO1000055384,Hotel Pallav,Hotel,Rajkot,2016-07-24 02:08:01 +0000,positive reviews::11|critical reviews::1|reviews with images::4,12 X 12 Sq.ft.,26,Deluxe,12,4.5,Service Quality::4.5|Amenities::4.4|Food and Drinks::3.8|Value for Money::4.4|Location::4.7|Cleanliness::3.8,goibibo,Gujarat,1423dd05896867ef7122c71505879f69
"Near Old Bus Stand, Opp. Bachat Bhawan",Bus Stand,Una,India,24-07-2016,,null,regular,0,6,32.1215925,Bus Stand,76.2848394,Bus Stand,HTLGBO1000070702,Hotel Paras,Hotel,Una,2016-07-24 02:08:01 +0000,,,5,standard,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Himachal Pradesh,c1764e72511260b187e7eefcd8e8659c
"Mehendali Ashram,Dapoli",Dapoli,Dapoli,India,24-07-2016,0,null,regular,0,8,17.767697,Dapoli,73.1910115,Suvarnadurg and Kanakdurg Forts|Kadyavarcha Ganpati|Dapoli,HTLGBO1000068982,Hotel Presidency,Hotel,Dapoli,2016-07-24 02:08:01 +0000,positive reviews::0|critical reviews::1|reviews with images::0,,10,Non AC Room,1,2,Service Quality::1.0|Amenities::1.0|Food and Drinks::2.0|Value for Money::2.0|Location::3.0|Cleanliness::3.0,goibibo,Maharashtra,d052b487babf2d0ccdb3699e632433ec
"Hill Cart Road, Near Mahananda Bridge, Siliguri",Hill Cart Road,Siliguri,India,24-07-2016,78,null,regular,3,26,26.7225376,Hill Cart Road,88.4171102,Rai Bhawan|Savin Kingdom|Radha Bazar|Sed-Gyued Monastery|Kali Mandir|City Mall|Hill Cart Road|Shahid Bhagat Singh Com'l Complex|Ratnakhola Welfare Club|Siliguri Railway Station|Subhash Sporting Club,HTLGBO1000002391,Hotel Rajdarbar,Hotel,Siliguri,2016-07-24 02:08:01 +0000,positive reviews::150|critical reviews::29|reviews with images::27,,33,COMFORT,179,4,Service Quality::3.9|Amenities::3.8|Food and Drinks::3.9|Value for Money::4.0|Location::4.1|Cleanliness::4.0,goibibo,West Bengal,d8ff93546d71a2627be76400cd22b058
"A-30/1, KHARAVEL NAGAR,UNIT-3,",Janpath,Bhubaneswar,India,24-07-2016,58,null,regular,1,12,20.2773481,Janpath,85.8357166,Janpath|Kalinga Stadium|Orissa University of Agriculture and Technology|Bhubneshwar Railway Station,HTLGBO1000030924,Hotel Priya,Hotel,Bhubaneswar,2016-07-24 02:08:01 +0000,positive reviews::6|critical reviews::6|reviews with images::2,,17,Double Deluxe AC Room,12,2.9,Service Quality::3.0|Amenities::3.0|Food and Drinks::3.8|Value for Money::3.3|Location::3.4|Cleanliness::3.8,goibibo,Orissa,6f51517af936c80a4014a22e8378ca13
Boulevard Gagribal Road Srinagar,Dal Lake Area,Srinagar,India,24-07-2016,,null,regular,1,3,34.0815124,Dal Lake Area,74.8311931,Tourist Reception Centre|Kashmir Golf Club|Dastgir Sahib|Dal Lake Area|Gandhi Memorial College|Shankaracharya Temple,HTLGBO1000056192,HOTEL PANAASH,Hotel,Srinagar,2016-07-24 02:08:01 +0000,,,10,Deluxe,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Jammu and Kashmir,8c04bc9469ff1066c7070df4f8ee2b41
"R K Apartment, fingask estate, Mall Road, , Shimla Gpo, Shimla - 171001, Near By Kalibari temple",Main Town,Shimla,India,24-07-2016,,null,regular,0,7,31.1048145,Main Town,77.1734033,Main Town|Chadwick Falls|Ridge|Scandal Point|Military Hospital|Regional Cancer Hospital|Gaiety Heritage Cultural Complex|Rippon Hospital,HTLGBO1000086080,Hotel Pioneer,Homestay,Shimla,2016-07-24 02:08:01 +0000,,,8,Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Himachal Pradesh,085e34b12ece8f0c7f1e26709ccfd962
"11, Mangalwar Peth, Shetty Corner,Dada Saheb Bitthalii Chauhan Marg, Mangalwar Peth, Kasba Peth,",Pune Central City,Pune,India,24-07-2016,68,null,regular,2,11,18.5225965,Pune Central City,73.86389807,Sinhagad Fort|Pune Central City|National War Museum|Prabhat Cinema|Wadia College|Rahul Cinema,HTLGBO1000007092,Hotel Padma Krishna,Hotel,Pune,2016-07-24 02:08:01 +0000,positive reviews::13|critical reviews::9|reviews with images::4,12 X 12 Sq.ft.,21,Deluxe Room (non AC),22,2.9,Service Quality::3.0|Amenities::2.8|Food and Drinks::3.6|Value for Money::3.1|Location::3.1|Cleanliness::4.1,goibibo,Maharashtra,701963bca8c3a537f041f817c5a4deef
Jaistambh Chowk,G.E. Road,Raipur,India,24-07-2016,68,null,regular,1,38,21.2436524,G.E. Road,81.63505916,Balaji Temple|Hajra Water Fall|Dudhadari Temple|G.E. Road|Mahant Ghasidas Memorial Museum,HTLGBO1000025764,Hotel Radhika,Hotel,Raipur,2016-07-24 02:08:01 +0000,positive reviews::16|critical reviews::3|reviews with images::2,,24,Air Cooler Room,19,3.8,Service Quality::3.9|Amenities::3.7|Food and Drinks::4.2|Value for Money::3.9|Location::3.9|Cleanliness::4.3,goibibo,Chhattisgarh,2f7738b66467a0253c7ca3fabbe3f8c0
"Opp. S D M Ayurvedic Hospital and College, B M Road, Thanneeruhalla",B M Road,Hassan,India,24-07-2016,89,null,regular,2,7,12.99411003,B M Road,76.08484436,B M Road|Hassan Station|Belur,HTLGBO1000034188,Hotel Raama,Hotel,Hassan,2016-07-24 02:08:01 +0000,positive reviews::104|critical reviews::2|reviews with images::20,,21,Premium Room Double,106,4.5,Service Quality::4.5|Amenities::4.5|Food and Drinks::4.7|Value for Money::4.5|Location::4.4|Cleanliness::4.6,goibibo,Karnataka,90529019b0e3de3c96c57e11a0646711
"Opp Patel Stadium, Jaipur Road",Jaipur Road,Ajmer,India,24-07-2016,66,null,regular,0,27,26.4684882,Jaipur Road,74.6367996,,HTLGBO1000001497,Hotel Prithviraj,Hotel,Ajmer,2016-07-24 02:08:01 +0000,positive reviews::3|critical reviews::3|reviews with images::0,18 X 18 Sq.ft.,9,Executive Room,6,3.1,Service Quality::3.5|Amenities::3.1|Food and Drinks::3.4|Value for Money::3.1|Location::3.9|Cleanliness::3.6,goibibo,Rajasthan,0e46f30da14c33bb25274ab9bc4986c9
"Linking Road,Near  BCM Heights",Vijay Nagar,Indore,India,24-07-2016,59,null,regular,0,38,22.7540003,Vijay Nagar,75.8995606,Vijay Nagar|Meghdoot Upvan Garden,HTLGBO1000005370,Hotel Paradise,Hotel,Indore,2016-07-24 02:08:01 +0000,positive reviews::15|critical reviews::12|reviews with images::5,12 X 16 Sq.ft.,39,A/C Deluxe Green,27,3.1,Service Quality::3.0|Amenities::2.9|Food and Drinks::2.6|Value for Money::3.0|Location::3.5|Cleanliness::2.8,goibibo,Madhya Pradesh,8a4624c0985bfb6369b6532a00320ff5
"First Floor, Jay Ambe Complex, Above Munir Restaurant, Mehsana-Palanpur Highway, Bhandu Bus Stand,",Vishnagar,Mahesana,India,24-07-2016,,null,regular,0,8,23.5879607,Vishnagar,72.3693252,Vishnagar,HTLGBO1000078728,Hotel Radhey Inn Guest House,Guest House,Mahesana,2016-07-24 02:08:01 +0000,,,3,Ac Deluxe,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Gujarat,02879a7f9380bc85f820967970b1c688
Dwarka Circle,Nashik Main Town,Nashik,India,24-07-2016,71,null,regular,1,18,19.99432389,Nashik Main Town,73.79837967,Nashik Main Town|Zaveri Bazaar|Gandhinagar Airport|Kumbh Mela|Nashik Bus Stand|Golf Club Ground|City Center,HTLGBO1000006514,Hotel Radhika,Hotel,Nashik,2016-07-24 02:08:01 +0000,positive reviews::13|critical reviews::8|reviews with images::3,16 X 16 Sq.ft.,14,Deluxe AC Room,21,3.1,Service Quality::3.0|Amenities::3.0|Food and Drinks::4.0|Value for Money::3.3|Location::3.9|Cleanliness::3.9,goibibo,Maharashtra,76e9b46101789c535c9c6424f564aa19
"SCO - 249, 250, Station Road, near Har Ki Pauri,",Har Ki Pauri,Haridwar,India,24-07-2016,,null,regular,0,1,29.9573607,Har Ki Pauri,78.1749687,Udan Khatola|Har Ki Pauri|Haridwar Railway Station|Bharat Mata Mandir|Mansa Devi Temple|Ramakrishna Mission Hospital,HTLGBO1000040854,Hotel Pallavi,Guest House,Haridwar,2016-07-24 02:08:01 +0000,,,22,Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Uttarakhand,026500feff369c9faa6c8feb5b4ac3cb
"C8 Mumbai Pune old highway ,opp big bazar,Chinchwad Pune",Pimpri Chinchwad,Pune,India,24-07-2016,53,null,regular,3,13,18.6364426,Pimpri Chinchwad,73.79809275,Shaniwar Wada|Aga Khan Palace|Vishrambaugh Wada|Chinchwad Train Station|Aditya Birla Memorial Hospital|Pimpri Railway Station|Akurdi Railway Station|Pimpri Chinchwad,HTLGBO1000003836,Hotel Plaza Palace,Hotel,Pune,2016-07-24 02:08:01 +0000,positive reviews::6|critical reviews::9|reviews with images::3,15 X 18 Sq.ft.,15,Deluxe Room,15,3,Service Quality::3.0|Amenities::2.8|Food and Drinks::2.9|Value for Money::2.9|Location::3.6|Cleanliness::2.8,goibibo,Maharashtra,833a9829033d89bca31a57d10c4efbe7
"BESIDE RAILWAYS STATION, RAILWAY STATION ROAD.",Railway Station Road,Aurangabad,India,24-07-2016,84,null,regular,2,19,19.86072726,Railway Station Road,75.31110818,Aurangabad Airport|The Ellora Caves|Railway Station|Daulatabad Fort|Bibi Ka Maqbara|The Ajanta Caves|Bus Terminus|Shani Singnapur|Panch Chakki|Grishmashwar-Jyoti Link|Railway Station Road|Pitalkhora Caves,HTLGBO1000001485,Hotel Preetam,Hotel,Aurangabad,2016-07-24 02:08:01 +0000,positive reviews::368|critical reviews::60|reviews with images::60,14 X 14 Sq.ft.,24,Standard Room Non AC,428,4,Service Quality::3.9|Amenities::3.9|Food and Drinks::3.6|Value for Money::4.1|Location::4.3|Cleanliness::4.0,goibibo,Maharashtra,1d6aa83fafd07e08876d811183aa8fd2
"Green Chowk, Kulri Bazaar,The Mall Road, Mussoorie, Uttarakhand 248179",The Mall,Mussoorie,India,24-07-2016,,null,regular,0,9,30.4585,The Mall,78.0737511,,HTLGBO1000069204,Hotel Palm Retreat,Hotel,Mussoorie,2016-07-24 02:08:01 +0000,,,10,Super Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Uttarakhand,f8f549c15a5c501806550420e0a0b39a
"First floor, Chawda complex, Rail Toly, Gondia",Chawda complex,Gondia,India,24-07-2016,,null,regular,0,9,21.4600405,Chawda complex,80.1942787,Chawda Complex,HTLGBO1000069146,Hotel Pacific,Hotel,Gondia,2016-07-24 02:08:01 +0000,,,15,Executive A/C,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Maharashtra,327ea6de8b3b511674330b0dbe467984
"The Mall Road, saproon",other,Solan,India,24-07-2016,,null,regular,3,2,30.9113899,other,77.1045679,Shoolini Mata Temple|Gurkha Fort|Other|Dolanji Bon Monastery|Choor Chandni Peak,HTLGBO1000059566,Hotel Paragon Palace,Hotel,Solan,2016-07-24 02:08:01 +0000,,,19,Super Deluxe,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Himachal Pradesh,3ef832cd586eeb9a4a667acabf60a6a8
